ID,geneName,ORF,pfam,organism,fullName,Entrez,EC,uniprot,KO,GO
Q6GKW8,T6A9.31,At1g02290,,Arabidopsis thaliana,At1g02290,,,Q6GKW8,,GO:0031011
F4HVZ1,CATHB1,At1g02300,,Arabidopsis thaliana,Cathepsin B-like protease 1,,3.4.22.-,F4HVZ1; O23681,K01363,GO:0005615; GO:0005764; GO:0004197; GO:0006952; GO:0051603; GO:0050790
Q93VC9,CATHB2,At1g02305,,Arabidopsis thaliana,Cathepsin B-like protease 2,,3.4.22.-,Q93VC9; B9DHV8,K01363,GO:0005576; GO:0005615; GO:0005764; GO:0005773; GO:0004197; GO:0006952; GO:0051603; GO:0050790
AT1G04097,AT1G04097,AT1G04097,,n/a,unknown,,,,,
Q9FZ29,MAN1,At1g02310,,Arabidopsis thaliana,"Mannan endo-1,4-beta-mannosidase 1",,3.2.1.78,Q9FZ29,K19355,GO:0005576; GO:0016985; GO:0005975
AT1G04103,AT1G04103,AT1G04103,,n/a,unknown,,,,,
F4HVZ5,CSU2,At1g02330,,Arabidopsis thaliana,Protein COP1 SUPPRESSOR 2,,,F4HVZ5; Q94JU5; Q9FZ28,,GO:0016607; GO:0005634; GO:0005681; GO:1904667; GO:0080022; GO:0048024; GO:0010099; GO:0055121
Q9FZ27,T6A9.3,At1g02335,Cupin type-1(59|209),Arabidopsis thaliana,Germin-like protein subfamily 2 member 2,,,Q9FZ27; Q67YR3,,GO:0048046; GO:0005618; GO:0009506; GO:0030145; GO:0045735; GO:0010497; GO:2000280
Q9FE22,HFR1,At1g02340,bHLH(134|183),Arabidopsis thaliana,Transcription factor HFR1,,,Q9FE22; Q8GZ25; Q9FZ26,,GO:0005829; GO:0005634; GO:0003700; GO:0046983; GO:0003712; GO:0000976; GO:0009738; GO:0009785; GO:0009585; GO:0010218; GO:0009642
F4HVZ8,T6A9.34,At1g02350,,Arabidopsis thaliana,Protoporphyrinogen oxidase-like protein,,,F4HVZ8,,
A0A1P8AX35,T6A9.5,At1g02360,Glyco_hydro_19_cat(97|119),Arabidopsis thaliana,Chitinase family protein,,,A0A1P8AX35,,GO:0004568; GO:0005975; GO:0016998; GO:0006032
Q9FZ24,T6A9.6,At1g02370,,Arabidopsis thaliana,"Pentatricopeptide repeat-containing protein At1g02370, mitochondrial",,,Q9FZ24; Q8VYY9,,GO:0005739
Q9FZ23,T6A9.7,At1g02380,,Arabidopsis thaliana,T6A9.7 protein,,,Q9FZ23,,GO:0016021
Q9FZ22,GPAT2,At1g02390,,Arabidopsis thaliana,Probable glycerol-3-phosphate acyltransferase 2,,2.3.1.15,Q9FZ22,K13508,GO:0016021; GO:0016020; GO:0090447; GO:0004366; GO:0016791; GO:0102420; GO:0016024; GO:0010143
Q9FZ21,GA2OX6,At1g02400,Fe2OG dioxygenase(175|280),Arabidopsis thaliana,Gibberellin 2-beta-dioxygenase 6,,1.14.11.13,Q9FZ21; Q56Y91,K04125,GO:0052634; GO:0051213; GO:0046872; GO:0009686; GO:0045487; GO:0009416; GO:0009639
Q6NMD9,At1g02405,At1g02405,,Arabidopsis thaliana,At1g02405,,,Q6NMD9,,GO:0031225; GO:0016021
Q8GWR0,COX11,At1g02410,,Arabidopsis thaliana,"Cytochrome c oxidase assembly protein COX11, mitochondrial",,,Q8GWR0; Q9FZ20,K02258,GO:0032592; GO:0005743; GO:0005739; GO:0005507; GO:0043621; GO:0009846; GO:1904960; GO:0010101
Q9FZ19,T6A9.11,At1g02420,,Arabidopsis thaliana,Putative pentatricopeptide repeat-containing protein At1g02420,,,Q9FZ19,,
AT1G04117,AT1G04117,AT1G04117,,n/a,unknown,,,,,
Q84VV7,At1g02430,At1g02430,,Arabidopsis thaliana,At1g02430,,,Q84VV7,,GO:0005525
AT1G04123,AT1G04123,AT1G04123,,n/a,unknown,,,,,
F4HXI5,ARFD1A,At1g02440,,Arabidopsis thaliana,ADP-ribosylation factor D1A,,,F4HXI5,,GO:0005737; GO:0005525; GO:0006886; GO:0016192
Q9FNZ5,NIMIN-1,At1g02450,,Arabidopsis thaliana,Protein NIM1-INTERACTING 1,,,Q9FNZ5; Q9FWX4,,GO:0005634; GO:0042742; GO:0045892; GO:0010112
A0A178W3E5,AN1_LOCUS282,AXX17_At1g01620,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178W3E5,,GO:0005618; GO:0004650; GO:0005975
A8MSF0,T6A9.26,At1g02470,Polyketide_cyc(86|197),Arabidopsis thaliana,Polyketide cyclase/dehydrase and lipid transport superfamily protein,,,A8MSF0,,
A0A178W8M2,At1g02475,At1g02475,Polyketide_cyc(12|139),Arabidopsis thaliana,Polyketide_cyc domain-containing protein,,,A0A178W8M2,,
Q3EDK6,T14P4.35,At1g02490,,Arabidopsis thaliana,Uncharacterized protein,,,Q3EDK6,,
P23686,SAM1,At1g02500,,Arabidopsis thaliana,S-adenosylmethionine synthase 1,,2.5.1.6,P23686; Q941A8; Q9FEE0,K00789,GO:0005618; GO:0005829; GO:0005576; GO:0005886; GO:0005524; GO:0046872; GO:0004478; GO:0009693; GO:0006730; GO:0046686; GO:0006556
Q9FWX7,MDR8,At1g02520,ABC transmembrane type-1 1(58|346),Arabidopsis thaliana,ABC transporter B family member 11,,,Q9FWX7,K05658,GO:0005576; GO:0016021; GO:0005886; GO:0009506; GO:0005524; GO:0016887; GO:0042626; GO:0055085
Q9FWX8,MDR16,At1g02530,ABC transmembrane type-1 1(45|333),Arabidopsis thaliana,ABC transporter B family member 12,,,Q9FWX8,K05658,GO:0005576; GO:0016021; GO:0005524; GO:0016887; GO:0042626; GO:0055085
Q4PT42,T14P4.25,At1g02550,PMEI(87|236),Arabidopsis thaliana,Invertase,,,Q4PT42,,GO:0030599; GO:0046910
Q9S834,CLPP5,At1g02560,,Arabidopsis thaliana,"ATP-dependent Clp protease proteolytic subunit 5, chloroplastic",,3.4.21.92,Q9S834,K01358,GO:0009507; GO:0009941; GO:0009570; GO:0009534; GO:0009840; GO:0009368; GO:0005576; GO:0009532; GO:0009579; GO:0004176; GO:0051117; GO:0004252; GO:0006515
Q1PFZ3,T14P4.23,At1g02570,,Arabidopsis thaliana,Transmembrane protein,,,Q1PFZ3,,GO:0016021
C0KGC8,At1g02570,At1g02570,,Arabidopsis thaliana,At1g02570,,,C0KGC8,,
O65312,MEA,At1g02580,SANT(339|389),Arabidopsis thaliana,Histone-lysine N-methyltransferase MEDEA,,2.1.1.356,O65312,,GO:0005634; GO:0031519; GO:0008168; GO:0043565; GO:0032259; GO:0045892; GO:2000014; GO:0006349; GO:0009646; GO:0048317
AT1G04127,AT1G04127,AT1G04127,,n/a,unknown,,,,,
A0A178W227,At1g02610,At1g02610,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178W227,,GO:0016021
Q3E6Q3,T14P4.21,At1g02620,,Arabidopsis thaliana,Ras-related small GTP-binding family protein,,,Q3E6Q3,K07953,GO:0005783; GO:0005794; GO:0005525; GO:0006886; GO:0016192
AT1G04133,AT1G04133,AT1G04133,,n/a,unknown,,,,,
AT1G04137,AT1G04137,AT1G04137,,n/a,unknown,,,,,
Q84XI3,ETN8,At1g02630,,Arabidopsis thaliana,Equilibrative nucleotide transporter 8,,,Q84XI3; Q7XAU2; Q9FWY1,K15014,GO:0016021; GO:0005886; GO:0005337
Q94KD8,BXL2,At1g02640,,Arabidopsis thaliana,Probable beta-D-xylosidase 2,,3.2.1.-,Q94KD8; Q9FWY2,,GO:0005576; GO:0009505; GO:0046556; GO:0004553; GO:0009044; GO:0031222; GO:0045493
Q9FWY3,T14P4.7,At1g02650,,Arabidopsis thaliana,T14P4.7 protein,,,Q9FWY3,,
F4HXL0,PLIP2,At1g02660,,Arabidopsis thaliana,"Phospholipase A1 PLIP2, chloroplastic",,3.1.1.32; 3.1.1.26,F4HXL0; B9DI25; Q8L739; Q94AE2; Q9FWY4,,GO:0009507; GO:0031969; GO:0009570; GO:0102549; GO:0052740; GO:0047714; GO:0052739; GO:0008970; GO:0002213; GO:0016042; GO:0031349
A0A1P8ASB1,T14P4.5,At1g02670,Helicase ATP-binding(136|313),Arabidopsis thaliana,p-loop containing nucleoside triphosphate hydrolases superfamily protein,,,A0A1P8ASB1,,GO:0005524; GO:0016787
Q6NQH4,TAF13,At1g02680,Histone-fold(30|74),Arabidopsis thaliana,Transcription initiation factor TFIID subunit 13,,,Q6NQH4,K03127,GO:0005634; GO:0005886; GO:0005669; GO:0003677; GO:0046982; GO:0003712; GO:0009793; GO:0009960; GO:0006357; GO:0048316; GO:0006366
Q9FWY7,IMPA6,At1g02690,IBB(1|58),Arabidopsis thaliana,Importin subunit alpha-6,,,Q9FWY7,,GO:0005737; GO:0042025; GO:0005635; GO:0005634; GO:0061608; GO:0008139; GO:0006607
A0A178WJA3,At1g02700,At1g02700,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178WJA3,,
A0A1P8AV59,At1g02705,At1g02705,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8AV59,,
Q3EDK2,T14P4.26,At1g02710,,Arabidopsis thaliana,Glycine-rich protein,,,Q3EDK2,,
Q9FWY9,GATL5,At1g02720,,Arabidopsis thaliana,Probable galacturonosyltransferase-like 5,,2.4.1.-,Q9FWY9,,GO:0005783; GO:0005794; GO:0000139; GO:0016021; GO:0047262; GO:0048354; GO:0048363; GO:0045489; GO:0071668
Q9SRW9,CSLD5,At1g02730,,Arabidopsis thaliana,Cellulose synthase-like protein D5,,2.4.1.-,Q9SRW9,K00770,GO:0005794; GO:0000139; GO:0016021; GO:0005886; GO:0005802; GO:0016760; GO:0046527; GO:0051753; GO:0000919; GO:0042546; GO:0071555; GO:0030244; GO:0009833; GO:0006970; GO:0009651; GO:0009414; GO:0048367
Q4V3E2,MRG2,At1g02740,Chromo(52|119),Arabidopsis thaliana,Protein MRG2,,,Q4V3E2; Q9SRX0,K11339,GO:0000123; GO:0005634; GO:1990188; GO:0016573; GO:0043967; GO:0048510; GO:0006355
Q8GWK1,DI19-2,At1g02750,,Arabidopsis thaliana,Protein DEHYDRATION-INDUCED 19 homolog 2,,,Q8GWK1,,GO:0005737; GO:0005634
Q9SRX1,T14P4.24,At1g02770,,Arabidopsis thaliana,UPF0725 protein At1g02770,,,Q9SRX1,,
Q9SRX2,RPL19A,At1g02780,,Arabidopsis thaliana,60S ribosomal protein L19-1,,,Q9SRX2,K02885,GO:0005829; GO:0022625; GO:0022626; GO:0005576; GO:0005730; GO:0005886; GO:0009506; GO:0042788; GO:0003729; GO:0003723; GO:0003735; GO:0006412
Q9SRX3,CEL2,At1g02800,,Arabidopsis thaliana,Endoglucanase 1,,3.2.1.4,Q9SRX3; O64949,,GO:0005576; GO:0008810; GO:0071555; GO:0030245; GO:0007389; GO:0009624
Q9SRX4,PME7,At1g02810,,Arabidopsis thaliana,Probable pectinesterase/pectinesterase inhibitor 7,,3.1.1.11,Q9SRX4; Q0WPU4,K01051,GO:0005618; GO:0005576; GO:0045330; GO:0030599; GO:0046910; GO:0042545; GO:0045490
A0A178WJF8,At1g02813,At1g02813,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178WJF8,,
Q9SRX5,F22D16.19,At1g02816,,Arabidopsis thaliana,F22D16.19 protein,,,Q9SRX5,,GO:0005774; GO:0005773
Q9SRX6,LEA2,At1g02820,,Arabidopsis thaliana,Late embryogenis abundant protein 2,,,Q9SRX6,,GO:0005829; GO:0005739; GO:0005634; GO:0009651; GO:0009414
Q9SRX7,RPL22A,At1g02830,,Arabidopsis thaliana,Putative 60S ribosomal protein L22-1,,,Q9SRX7,K02891,GO:0022625; GO:0003723; GO:0003735; GO:0002181
O22315,SF2,At1g02840,RRM 1(7|82),Arabidopsis thaliana,Serine/arginine-rich-splicing factor SR34,,,O22315; O22314; Q39201; Q564E1; Q8L7P1,K12890,GO:0035061; GO:0016607; GO:0005634; GO:0005681; GO:0003729; GO:0003723; GO:0045292; GO:0000381
B3H5Q1,BGLU11,At1g02850,,Arabidopsis thaliana,Beta-glucosidase 11,,3.2.1.21,B3H5Q1; A8MRZ0; Q3EDK1; Q94A86; Q9SRX8,K01188,GO:0008422; GO:0102483; GO:0005975
Q9SRX9,NLA,At1g02860,,Arabidopsis thaliana,E3 ubiquitin-protein ligase BAH1,,2.3.2.27,Q9SRX9; B3H5D0; Q8L8T3,K16275,GO:0016607; GO:0005634; GO:0005886; GO:0046872; GO:0004842; GO:0042742; GO:0009626; GO:0010337; GO:0080021; GO:0010167; GO:0009751; GO:0009697; GO:0009627
AT1G04147,AT1G04147,AT1G04147,,n/a,unknown,,,,,
Q9SRY0,F22D16.13,At1g02870,,Arabidopsis thaliana,Nucleolar protein 16,,,Q9SRY0,,GO:0005634
B9DGU7,TPK1,At1g02880,,Arabidopsis thaliana,Thiamine pyrophosphokinase 1,,2.7.6.2,B9DGU7; Q93Z45; Q9SRY1,K00949,GO:0005829; GO:0005524; GO:0016301; GO:0030975; GO:0004788; GO:0009229; GO:0006772
F4HZ81,At1g02890,At1g02890,AAA(978|1087),Arabidopsis thaliana,AAA-type ATPase family protein,,,F4HZ81,,GO:0005524
Q9SRY3,RALF1,At1g02900,,Arabidopsis thaliana,Protein RALF-like 1,,,Q9SRY3,,GO:0048046; GO:0009506; GO:0005179; GO:0019722; GO:0007267; GO:0030308; GO:0048364
Q9SRY4,LPA1,At1g02910,,Arabidopsis thaliana,"Protein LOW PSII ACCUMULATION 1, chloroplastic",,,Q9SRY4,,GO:0009507; GO:0009535; GO:0005576; GO:0016021; GO:0010270
Q9SRY5,GSTF7,At1g02920,GST N-terminal(2|83),Arabidopsis thaliana,Glutathione S-transferase F7,,2.5.1.18,Q9SRY5; O23720; Q541C6,K00799,GO:0005737; GO:0005829; GO:0005576; GO:0005634; GO:0005773; GO:0050897; GO:0005507; GO:0043295; GO:0004364; GO:0042742; GO:0009817; GO:0046686; GO:0009407
P42760,GST1,At1g02930,GST N-terminal(2|83),Arabidopsis thaliana,Glutathione S-transferase F6,,2.5.1.18,P42760,K00799,GO:0005618; GO:0005737; GO:0005829; GO:0005576; GO:0005739; GO:0009506; GO:0005773; GO:2001147; GO:0050897; GO:0005507; GO:0043295; GO:0004364; GO:2001227; GO:0042742; GO:0046686; GO:0006979; GO:0009414; GO:0009407
Q9SRY6,GSTF5,At1g02940,GST N-terminal(37|118),Arabidopsis thaliana,Glutathione S-transferase F5,,2.5.1.18,Q9SRY6; F4HZ88,K00799,GO:0005737; GO:0005829; GO:0005739; GO:0043295; GO:0004364; GO:0009407
Q84TK0,GSTF4,At1g02950,GST N-terminal(25|106),Arabidopsis thaliana,Glutathione S-transferase F4,,2.5.1.18,Q84TK0; Q9FPM2; Q9SRY7,K00799,GO:0005737; GO:0005829; GO:0043295; GO:0004364; GO:0009407
AT1G02952,AT1G02952,AT1G02952,,n/a,unknown,,,,,
Q8GWB5,F22D16.4,At1g02960,,Arabidopsis thaliana,Kinetochore protein,,,Q8GWB5,,
F4HZ96,At1g02965,At1g02965,,Arabidopsis thaliana,Uncharacterized protein,,,F4HZ96,,
Q8L4H0,WEE1,At1g02970,Protein kinase(249|495),Arabidopsis thaliana,Wee1-like protein kinase,,2.7.10.2,Q8L4H0; Q9SRY9,K06632,GO:0005634; GO:0005524; GO:0046872; GO:0004715; GO:0004672; GO:0004713; GO:0007050; GO:0051301; GO:0000076; GO:0007093
Q9SRZ0,CUL2,At1g02980,,Arabidopsis thaliana,Cullin-2,,,Q9SRZ0; Q8GY26,K03347,GO:0009941; GO:0031461; GO:0019005; GO:0031625; GO:0004842; GO:0016567; GO:0006511
F4HZ99,F22D16.1,At1g02990,,Arabidopsis thaliana,Uncharacterized protein,,,F4HZ99,,
Q8RY16,PEX6,At1g03000,,Arabidopsis thaliana,Peroxisome biogenesis protein 6,,,Q8RY16; Q9SA70,K13339,GO:0005829; GO:0005778; GO:0005524; GO:0016887; GO:0006635; GO:0007031; GO:0016558; GO:0006625
Q9SA69,F10O3.17,At1g03010,BTB(38|103),Arabidopsis thaliana,BTB/POZ domain-containing protein At1g03010,,,Q9SA69,,GO:0009860; GO:0016567
Q9SA68,GRXS1,At1g03020,Glutaredoxin(1|101),Arabidopsis thaliana,Monothiol glutaredoxin-S1,,,Q9SA68; C1JGR2,,GO:0005737; GO:0051537; GO:0009055; GO:0046872; GO:0015035
A0A1P8AMF1,F10O3.15,At1g03030,PRK(98|255),Arabidopsis thaliana,p-loop containing nucleoside triphosphate hydrolases superfamily protein,,,A0A1P8AMF1,,GO:0005524; GO:0016787; GO:0016301
Q93Y00,EN92,At1g03040,bHLH(150|199),Arabidopsis thaliana,Transcription factor bHLH7,,,Q93Y00; Q9SA66,,GO:0005634; GO:0003677; GO:0001228; GO:0003700; GO:0046983
Q9SA65,F10O3.13,At1g03050,ENTH(26|162),Arabidopsis thaliana,Putative clathrin assembly protein At1g03050,,,Q9SA65; Q1PFZ0,,GO:0005905; GO:0030136; GO:0005794; GO:0005886; GO:0090406; GO:0090404; GO:0005545; GO:0032050; GO:0005546; GO:0000149; GO:0048268; GO:0072583; GO:0006897; GO:0009860; GO:0072659; GO:0006900
Q7XA78,D27,At1g03055,,Arabidopsis thaliana,"Beta-carotene isomerase D27, chloroplastic",,5.2.1.14,Q7XA78,K17911,GO:0009507; GO:0009536; GO:0016853; GO:0046872; GO:0010223; GO:1901601
F4HZB2,SPI,At1g03060,BEACH-type PH(2760|2927),Arabidopsis thaliana,Protein SPIRRIG,,,F4HZB2; Q9SA64,K22262,GO:0005737; GO:0000932; GO:0071472; GO:0033962; GO:0080001; GO:0009825; GO:1904580; GO:1903335; GO:0009737; GO:0010090; GO:0007033
Q9SA63,LFG4,At1g03070,,Arabidopsis thaliana,Protein LIFEGUARD 4,,,Q9SA63,K24205,GO:0016021
F4HZB5,NET1D,At1g03080,NAB(12|92),Arabidopsis thaliana,Protein NETWORKED 1D,,,F4HZB5; Q9SA62,,GO:0005886; GO:0051015
Q42523,MCCA,At1g03090,Biotin carboxylation(37|484),Arabidopsis thaliana,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",,6.4.1.4,Q42523; Q9SA61,K01968,GO:0022626; GO:0005576; GO:0005759; GO:0005739; GO:0005524; GO:0016421; GO:0050897; GO:0004485; GO:0006552
AT1G04157,AT1G04157,AT1G04157,,n/a,unknown,,,,,
Q9SA60,F10O3.8,At1g03100,,Arabidopsis thaliana,"Pentatricopeptide repeat-containing protein At1g03100, mitochondrial",,,Q9SA60,,GO:0005739
AT1G04163,AT1G04163,AT1G04163,,n/a,unknown,,,,,
F4HZB9,At1g03103,At1g03103,,Arabidopsis thaliana,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,,,F4HZB9,,
Q8L760,At1g03106,At1g03106,,Arabidopsis thaliana,At1g03105,,,Q8L760,,
A0A178VZV6,At1g03110,At1g03110,WD_REPEATS_REGION(59|100),Arabidopsis thaliana,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit,,,A0A178VZV6,K15443,GO:0005634; GO:0036265; GO:0030488
Q9SA57,F10O3.5,At1g03120,SMP 1(58|115),Arabidopsis thaliana,Late embryogenesis abundant protein 3,,,Q9SA57,,GO:0005829; GO:0005730; GO:0005634; GO:0006873; GO:0010226; GO:0009845
Q9SA56,PSAD2,At1g03130,,Arabidopsis thaliana,"Photosystem I reaction center subunit II-2, chloroplastic",,,Q9SA56; Q9SUI3,K02692,GO:0009941; GO:0009534; GO:0009535; GO:0005576; GO:0009538; GO:0009579; GO:0019904; GO:0015979
Q9SA55,F10O3.3,At1g03140,SFM(104|155),Arabidopsis thaliana,Pre-mRNA-splicing factor 18,,,Q9SA55,K12817,GO:0071021; GO:0046540; GO:0005682; GO:0000380; GO:0000350; GO:0071048
Q8LGI8,NBC,At1g03150,N-acetyltransferase(2|151),Arabidopsis thaliana,N-terminal acetyltransferase B complex catalytic subunit NAA20,,2.3.1.254,Q8LGI8; Q94EZ1; Q9SA54,K17972,GO:0031416; GO:0004596; GO:0017196
AT1G04167,AT1G04167,AT1G04167,,n/a,unknown,,,,,
Q1KPV0,FZL,At1g03160,,Arabidopsis thaliana,"Probable transmembrane GTPase FZO-like, chloroplastic",,3.6.5.-,Q1KPV0; Q67Z21; Q6NQ84; Q9SA53; Q9ZVR8,,GO:0009507; GO:0009706; GO:0031969; GO:0009707; GO:0009535; GO:0016021; GO:0005525; GO:0016787; GO:1902478; GO:0034051; GO:0010027; GO:0010228
A0A1P8AUJ0,At1g03165,At1g03165,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8AUJ0,,
Q8GXU9,FAF2,At1g03170,FAF(117|171),Arabidopsis thaliana,Protein FANTASTIC FOUR 2,,,Q8GXU9; Q9ZVR9,,GO:0010075
A0A384LKA4,At1g03180,At1g03180,,Arabidopsis thaliana,Uncharacterized protein,,,A0A384LKA4,,
Q8W4M7,XPD,At1g03190,Helicase ATP-binding(7|285),Arabidopsis thaliana,General transcription and DNA repair factor IIH helicase subunit XPD,,3.6.4.12,Q8W4M7; Q9SE44; Q9ZVS1,K10844,GO:0005634; GO:0051539; GO:0005524; GO:0003684; GO:0003678; GO:0046872; GO:0006281; GO:0000717; GO:0033683; GO:0045951; GO:0045893; GO:0006468; GO:0000019; GO:0009408; GO:0006979; GO:0009411; GO:0006366
B6IDH7,F15K9.24,At1g03200,,Arabidopsis thaliana,At1g03200,,,B6IDH7,,
Q9ZVS2,F15K9.19,At1g03210,,Arabidopsis thaliana,F15K9.19 protein,,,Q9ZVS2,,GO:0003824; GO:0009058
Q9ZVS4,F15K9.17,At1g03220,Peptidase A1(44|414),Arabidopsis thaliana,Eukaryotic aspartyl protease family protein,,,Q9ZVS4,,GO:0005618; GO:0005576; GO:0005794; GO:0005886; GO:0009506; GO:0099503; GO:0004190; GO:0071456
Q9ZVS5,F15K9.16,At1g03230,Peptidase A1(45|415),Arabidopsis thaliana,Eukaryotic aspartyl protease family protein,,,Q9ZVS5,,GO:0005618; GO:0005576; GO:0005794; GO:0005886; GO:0004190
F4I0U4,F15K9.25,At1g03240,,Arabidopsis thaliana,Uncharacterized protein,,,F4I0U4,,
Q8L3X7,F15K9.15,At1g03250,R3H-assoc(30|149),Arabidopsis thaliana,At1g03250/F15K9_13,,,Q8L3X7,,GO:0003676
Q6NMJ6,F15K9.14,At1g03260,,Arabidopsis thaliana,At1g03260,,,Q6NMJ6,,GO:0005829; GO:0016021; GO:0016020
Q9ZVS8,CBSDUF4,At1g03270,CNNM transmembrane(29|211),Arabidopsis thaliana,Putative DUF21 domain-containing protein At1g03270,,,Q9ZVS8; F4I0U8,K16302,GO:0016021
A0A178W4Q8,At1g03280,At1g03280,HTH TFE/IIEalpha-type(68|195),Arabidopsis thaliana,Transcription initiation factor IIE subunit alpha,,,A0A178W4Q8,,GO:0006355; GO:0006367
Q9ZVT0,F15K9.11,At1g03290,,Arabidopsis thaliana,ELKS/Rab6-interacting/CAST family protein,,,Q9ZVT0; A0A178WKZ9,,GO:0005634; GO:0001228
Q9ZVT1,DUF1,At1g03300,DUF724(484|669),Arabidopsis thaliana,DUF724 domain-containing protein 1,,,Q9ZVT1,,GO:0005634; GO:0040008
Q8L735,ISA2,At1g03310,,Arabidopsis thaliana,"Isoamylase 2, chloroplastic",,,Q8L735; Q9ZVT2,K01214,GO:0009507; GO:0019156; GO:0010021; GO:0019252
A0A178WHR5,AN1_LOCUS372,AXX17_At1g02560,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178WHR5,,
Q1H595,LSM2,At1g03330,,Arabidopsis thaliana,Sm-like protein LSM2,,,Q1H595; Q8L5U6; Q9ZVT4,K12621,GO:0071013; GO:0005829; GO:1990726; GO:0000932; GO:0071011; GO:0046540; GO:0005688; GO:0003723; GO:0000398
A0A178WAU2,At1g03340,At1g03340,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178WAU2,,
Q9ZVT6,F15K9.5,At1g03350,BSD(179|231),Arabidopsis thaliana,BSD domain-containing protein,,,Q9ZVT6,,
Q9ZVT7,RRP4,At1g03360,S1 motif(94|172),Arabidopsis thaliana,Exosome complex component RRP4 homolog,,,Q9ZVT7,K03679,GO:0005737; GO:0000177; GO:0000178; GO:0000176; GO:0005730; GO:0005654; GO:0003723; GO:0071034; GO:0043928; GO:0000467; GO:0000460; GO:0060149; GO:0071035; GO:0071038; GO:0071049; GO:0034427; GO:0071051; GO:0034475
Q9ZVT8,RF4,At1g03365,,Arabidopsis thaliana,Putative E3 ubiquitin-protein ligase RF4,,2.3.2.27,Q9ZVT8,,GO:0046872; GO:0016740; GO:0016567
Q9ZVT9,F15K9.2,At1g03370,C2 1(1|102),Arabidopsis thaliana,C2 and GRAM domain-containing protein At1g03370,,,Q9ZVT9; Q7EAV1,,GO:0016021; GO:0046872
Q8GUL1,ATG18G,At1g03380,,Arabidopsis thaliana,Autophagy-related protein 18g,,,Q8GUL1; Q56W94; Q9LR84; Q9ZVU0,,GO:0005737; GO:0034045; GO:0005774; GO:0006914; GO:0015031; GO:0042594
Q9LR83,F21B7.2,At1g03390,,Arabidopsis thaliana,F21B7.2,,,Q9LR83,,GO:0016747
A0A1P8AS44,At1g03395,At1g03395,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8AS44,,
Q94A78,F21B7.39,At1g03400,Fe2OG dioxygenase(200|304),Arabidopsis thaliana,1-aminocyclopropane-1-carboxylate oxidase homolog 4,,1.14.-.-,Q94A78; Q9LR82,,GO:0009815; GO:0046872
Q43383,2A6,At1g03410,Fe2OG dioxygenase(247|347),Arabidopsis thaliana,1-aminocyclopropane-1-carboxylate oxidase homolog 5,,1.14.-.-,Q43383; Q9LR82,,GO:0046872; GO:0016491
AT1G04183,AT1G04183,AT1G04183,,n/a,unknown,,,,,
Q8L9T7,AHP5,At1g03430,HPt(41|148),Arabidopsis thaliana,Histidine-containing phosphotransfer protein 5,,,Q8L9T7; Q9LR80; Q9MAY1,K14490,GO:0005737; GO:0005829; GO:0005634; GO:0009927; GO:0043424; GO:0009557; GO:0009736; GO:0009560; GO:0000160; GO:0016310
A0A178WC83,At1g03440,At1g03440,LRRNT_2(30|68),Arabidopsis thaliana,LRRNT_2 domain-containing protein,,,A0A178WC83,,
Q9LR78,BSU1,At1g03445,,Arabidopsis thaliana,Serine/threonine-protein phosphatase BSU1,,3.1.3.16,Q9LR78,K14501,GO:0005737; GO:0005634; GO:0005886; GO:0046872; GO:0004722; GO:0009742; GO:1900459; GO:0032880
Q8GZ26,BRN2,At1g03457,RRM 1(12|93),Arabidopsis thaliana,RNA-binding protein BRN2,,,Q8GZ26; Q9LR77,K13207,GO:0005737; GO:0005634; GO:1990904; GO:0003729; GO:0003723; GO:0009908; GO:0006402; GO:0048573; GO:2000028
Q66GR8,NET3A,At1g03470,NAB(6|87),Arabidopsis thaliana,Protein NETWORKED 3A,,,Q66GR8; Q67ZU6; Q9LR76,,GO:0005856; GO:0031965; GO:0005774; GO:0003779
Q9LR75,CPO,At1g03475,,Arabidopsis thaliana,"Coproporphyrinogen-III oxidase 1, chloroplastic",,1.3.3.3,Q9LR75; Q546I5; Q94JR5,K00228,GO:0048046; GO:0009507; GO:0009570; GO:0005737; GO:0005576; GO:0004109; GO:0042803; GO:0015995; GO:0006782
Q9LR73,3AT2,At1g03495,,Arabidopsis thaliana,Coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2,,2.3.1.-,Q9LR73,,GO:0016747
AT1G04187,AT1G04187,AT1G04187,,n/a,unknown,,,,,
AT1G04193,AT1G04193,AT1G04193,,n/a,unknown,,,,,
Q9LR72,PCMP-E3,At1g03510,,Arabidopsis thaliana,Putative pentatricopeptide repeat-containing protein At1g03510,,,Q9LR72,,GO:0043231; GO:0009451
